PC1	PC2	PC3	Population	Sample
-0.00360442	0.0160425	0.0133152	CLM	HG01488
-0.00911687	0.0212985	0.0134566	CLM	HG01489
-0.00967404	0.0198184	0.0157492	CLM	HG01491
-0.0097105	0.0182018	0.0197101	CLM	HG01492
-0.0085401	0.00654888	0.0320197	CLM	HG01494
-0.00710364	0.00711542	0.0322108	CLM	HG01495
-0.0102825	0.0114075	0.0310797	CLM	HG01497
-0.00983579	0.011802	0.0286585	CLM	HG01498
-0.00840545	0.0254946	0.00515626	IBS	HG01500
-0.0079854	0.0264002	0.00601059	IBS	HG01501
-0.00911714	0.0272499	0.00575021	IBS	HG01503
-0.00881872	0.0271108	0.0062579	IBS	HG01504
-0.00858721	0.0270852	0.00417184	IBS	HG01506
-0.00855115	0.0268079	0.00629969	IBS	HG01507
-0.00824592	0.0272372	0.00529686	IBS	HG01509
-0.00908528	0.0276096	0.00650461	IBS	HG01510
-0.00905061	0.0277754	0.00719358	IBS	HG01512
-0.00906668	0.0275774	0.00685907	IBS	HG01513
-0.00952092	0.0276397	0.00614239	IBS	HG01515
-0.00977958	0.0284562	0.00785296	IBS	HG01516
-0.00949075	0.0279734	0.00807475	IBS	HG01518
-0.00947198	0.028188	0.00814423	IBS	HG01519
-0.00987915	0.028116	0.00859594	IBS	HG01521
-0.00992997	0.0271647	0.00793398	IBS	HG01522
-0.00866917	0.0269836	0.00687924	IBS	HG01524
-0.00847571	0.0258258	0.00592829	IBS	HG01525
-0.00801573	0.0261892	0.00615754	IBS	HG01527
-0.00877551	0.0268857	0.00745523	IBS	HG01528
-0.00838458	0.0262262	0.00533287	IBS	HG01530
-0.0082528	0.0266194	0.00483453	IBS	HG01531
-0.00883477	0.026801	0.00660744	IBS	HG01536
-0.00901683	0.0271073	0.00614729	IBS	HG01537
-0.00886066	0.01601	0.0208767	CLM	HG01550
0.00572934	0.00478542	0.020288	CLM	HG01551
-0.00243036	0.00614783	0.0258783	CLM	HG01556
-0.0147108	-0.0020437	0.0535083	PEL	HG01565
-0.0125403	0.00700284	0.0385229	PEL	HG01566
-0.0148944	0.000292919	0.0527924	PEL	HG01571
-0.0173852	-0.0113297	0.0735149	PEL	HG01572
-0.0103509	0.00762691	0.0349653	PEL	HG01577
-0.0138313	0.00165796	0.0489635	PEL	HG01578
-0.00999688	0.0114999	-0.0255208	PJL	HG01583
-0.0100203	0.0112733	-0.0241003	PJL	HG01586
-0.0100373	0.0120665	-0.0227338	PJL	HG01589
-0.00951207	0.0135235	-0.0232939	PJL	HG01593
-0.0168643	-0.0323617	-0.000861346	KHV	HG01595
-0.0167444	-0.0316081	-0.0041786	KHV	HG01596
-0.0162452	-0.0322299	-0.00332618	KHV	HG01597
-0.0170169	-0.0325029	-0.000886228	KHV	HG01598
-0.016659	-0.0323259	-0.00323804	KHV	HG01599
-0.016671	-0.033129	-0.00192537	KHV	HG01600
-0.00894194	0.0263125	0.00646396	IBS	HG01602
-0.00872631	0.0272541	0.00579629	IBS	HG01603
-0.00891733	0.0270968	0.00584614	IBS	HG01605
-0.0090977	0.027443	0.0059684	IBS	HG01606
-0.0090224	0.0271081	0.00578673	IBS	HG01607
-0.00861479	0.0268416	0.00678376	IBS	HG01608
-0.00845976	0.0268994	0.00569838	IBS	HG01610
-0.00794352	0.0267157	0.00560098	IBS	HG01612
-0.00915856	0.0267618	0.00357763	IBS	HG01613
-0.00906618	0.0269166	0.00410286	IBS	HG01615
-0.00894608	0.0266345	0.00569938	IBS	HG01617
-0.00893779	0.0259666	0.00732696	IBS	HG01618
-0.00874032	0.0272006	0.00532565	IBS	HG01619
-0.00841302	0.0265556	0.00701492	IBS	HG01620
-0.00861478	0.0264781	0.00676415	IBS	HG01623
-0.00844278	0.0263234	0.00639906	IBS	HG01624
-0.00905091	0.026403	0.00676214	IBS	HG01625
-0.00846179	0.0262376	0.00529422	IBS	HG01626
-0.00635287	0.0254718	0.00585007	IBS	HG01628
-0.00711584	0.0258049	0.0050113	IBS	HG01630
-0.00892395	0.0279351	0.00625662	IBS	HG01631
-0.00889185	0.0272462	0.00610042	IBS	HG01632
-0.0082031	0.0255775	0.00628551	IBS	HG01668
-0.00758588	0.0261406	0.00499437	IBS	HG01669
-0.00867821	0.0269845	0.00581498	IBS	HG01670
-0.00887522	0.0272093	0.00590347	IBS	HG01672
-0.00898111	0.0273764	0.00719119	IBS	HG01673
-0.00928311	0.0269887	0.00498375	IBS	HG01675
-0.00907244	0.0278936	0.00817977	IBS	HG01676
-0.00893626	0.0272374	0.00537573	IBS	HG01678
-0.00890081	0.0273035	0.00688931	IBS	HG01679
-0.00874635	0.0272541	0.00748099	IBS	HG01680
-0.0092098	0.0273754	0.00689921	IBS	HG01682
-0.00949121	0.0271439	0.00650454	IBS	HG01684
-0.00816373	0.0263131	0.00625436	IBS	HG01685
-0.0086214	0.026655	0.00652955	IBS	HG01686
-0.00712324	0.025953	0.00498554	IBS	HG01694
-0.00701485	0.0250121	0.00569135	IBS	HG01695
-0.00840183	0.026126	0.00529402	IBS	HG01697
-0.0081966	0.0270081	0.00439665	IBS	HG01699
-0.0098127	0.0282832	0.00799926	IBS	HG01700
-0.00949675	0.0287217	0.00776301	IBS	HG01702
-0.00802305	0.0264911	0.0054131	IBS	HG01704
-0.00800471	0.0266096	0.00500832	IBS	HG01705
-0.00842688	0.026976	0.00685973	IBS	HG01707
-0.00845861	0.026384	0.00603894	IBS	HG01708
-0.00840787	0.0265854	0.00500684	IBS	HG01709
-0.00843925	0.0268747	0.00415453	IBS	HG01710
-0.00922604	0.0273003	0.00654781	IBS	HG01746
-0.00890929	0.0271843	0.00641812	IBS	HG01747
-0.00869612	0.0266898	0.00619126	IBS	HG01756
-0.00851785	0.0258859	0.00493243	IBS	HG01757
-0.00900878	0.0274674	0.00649974	IBS	HG01761
-0.00892119	0.0277284	0.00524762	IBS	HG01762
-0.00871542	0.0274928	0.00565109	IBS	HG01765
-0.00831906	0.0263873	0.00549569	IBS	HG01766
-0.00858646	0.0270752	0.00554625	IBS	HG01767
-0.008245	0.0265752	0.00561774	IBS	HG01768
-0.00847889	0.0273353	0.00706916	IBS	HG01770
-0.00891836	0.0275694	0.00613294	IBS	HG01771
-0.00900093	0.0275676	0.00572108	IBS	HG01773
-0.00900479	0.0281809	0.00722483	IBS	HG01775
-0.00975416	0.0267397	0.00638923	IBS	HG01776
-0.00891182	0.0271805	0.0073967	IBS	HG01777
-0.00905106	0.0271351	0.0060526	IBS	HG01779
-0.00895606	0.0277814	0.00656285	IBS	HG01781
-0.00843038	0.026713	0.00679471	IBS	HG01783
-0.0084721	0.0269496	0.00602009	IBS	HG01784
-0.00994325	0.0279338	0.00551647	IBS	HG01785
-0.00923361	0.0276214	0.00596056	IBS	HG01786
-0.0101347	0.0276113	0.00692405	GBR	HG01789
-0.0101296	0.0271898	0.00506938	GBR	HG01790
-0.0100831	0.0273888	0.00597587	GBR	HG01791
-0.0171953	-0.0338336	-0.00251182	CDX	HG01794
-0.0165525	-0.0326569	-0.00297105	CDX	HG01795
-0.0168177	-0.0331649	-0.00314286	CDX	HG01796
-0.0167029	-0.0326113	-0.00339945	CDX	HG01797
-0.0166769	-0.0327844	0.00111097	CDX	HG01798
-0.0169214	-0.0334982	-0.00203197	CDX	HG01799
-0.0167977	-0.0333702	-0.00151333	CDX	HG01800
-0.0162761	-0.0326313	-0.00324191	CDX	HG01801
-0.0164007	-0.0332455	-0.00227445	CDX	HG01802
-0.0169235	-0.0324293	-0.0021149	CDX	HG01804
-0.0166209	-0.0331917	-0.00262251	CDX	HG01805
-0.0164305	-0.0328002	-0.00112901	CDX	HG01806
-0.0166097	-0.0325873	-0.00257343	CDX	HG01807
-0.0168614	-0.0330474	-0.00237215	CDX	HG01808
-0.0166724	-0.0328464	-0.0021409	CDX	HG01809
-0.0168437	-0.032699	-0.00209545	CDX	HG01810
-0.0168751	-0.0337035	-0.00204045	CDX	HG01811
-0.0169185	-0.0337507	-0.00165953	CDX	HG01812
-0.0167646	-0.0331336	-0.00259303	CDX	HG01813
-0.0163977	-0.0324602	-0.0017323	CDX	HG01815
-0.0165465	-0.0335282	-0.00197705	CDX	HG01816
-0.0163943	-0.033161	-0.00346628	CDX	HG01817
-0.0166745	-0.0323075	-0.00378749	KHV	HG01840
-0.0163834	-0.0318826	-0.00212805	KHV	HG01841
-0.016575	-0.0320347	-0.00236226	KHV	HG01842
-0.0163717	-0.0317027	-0.00242542	KHV	HG01843
-0.0163901	-0.0324514	-0.00156691	KHV	HG01844
-0.0164219	-0.0319692	-0.00273744	KHV	HG01845
-0.0161439	-0.0309331	-0.00357113	KHV	HG01846
-0.0163881	-0.0320355	-0.00279022	KHV	HG01847
-0.0164933	-0.0324189	-0.00376177	KHV	HG01848
-0.0165462	-0.03147	-0.00353022	KHV	HG01849
-0.0166131	-0.0323023	-0.000281965	KHV	HG01850
-0.0164051	-0.0325312	-0.00147524	KHV	HG01851
-0.0169219	-0.0323842	-0.00169308	KHV	HG01852
-0.0165019	-0.0321074	-0.00238869	KHV	HG01853
-0.0162668	-0.0317065	-0.00313352	KHV	HG01855
-0.0165774	-0.0323409	-0.00206955	KHV	HG01857
-0.0165035	-0.0323442	-0.00267196	KHV	HG01858
-0.0167589	-0.0327929	-0.000905224	KHV	HG01859
-0.016511	-0.0327161	-0.00240762	KHV	HG01860
-0.016604	-0.0321767	-0.0032749	KHV	HG01861
-0.0169417	-0.0323162	-0.00299017	KHV	HG01862
-0.0169046	-0.0328616	-0.00212218	KHV	HG01863
-0.0164075	-0.0322981	-0.00216453	KHV	HG01864
-0.0168434	-0.0315693	-0.00402558	KHV	HG01865
-0.0162655	-0.0315333	-0.0022146	KHV	HG01866
-0.0165963	-0.031905	-0.00112354	KHV	HG01867
-0.0163919	-0.0319085	-0.00276909	KHV	HG01868
-0.0167882	-0.0326303	-0.00203632	KHV	HG01869
-0.0164307	-0.0321562	-0.000680327	KHV	HG01870
-0.016238	-0.0324993	-0.00283662	KHV	HG01871
-0.0165988	-0.0318835	-0.00200595	KHV	HG01872
-0.0163564	-0.0321186	-0.0012989	KHV	HG01873
-0.0165147	-0.0318182	-0.00154942	KHV	HG01874
-0.0164388	-0.0315147	-0.00177859	KHV	HG01878
0.0275609	-0.00094913	0.00156647	ACB	HG01879
0.0138929	-0.00125951	-0.0109044	ACB	HG01880
0.0334086	-0.00473193	0.00122801	ACB	HG01882
0.0285046	-0.00145365	0.00148748	ACB	HG01883
0.0321846	-0.00336935	0.000632211	ACB	HG01885
0.0300267	-0.00207788	0.00154347	ACB	HG01886
0.0336155	-0.00497945	0.00146531	ACB	HG01889
0.0293636	-0.00152279	0.00154521	ACB	HG01890
-0.0125346	-0.00435312	0.0560986	PEL	HG01892
-0.00869539	-0.000199971	0.044141	PEL	HG01893
0.0312673	-0.00320612	-0.000214278	ACB	HG01894
0.0331665	-0.00479687	0.000756303	ACB	HG01896
0.0304904	-0.00242693	0.00219365	ACB	HG01912
0.027867	-0.000828445	0.0014777	ACB	HG01914
0.0308715	-0.00381338	0.000789818	ACB	HG01915
-0.0158115	-0.00835478	0.06625	PEL	HG01917
-0.0156738	-0.00418047	0.0592361	PEL	HG01918
-0.0177269	-0.0122519	0.0759755	PEL	HG01920
-0.0157296	-0.00491406	0.0599461	PEL	HG01921
-0.0175303	-0.0119832	0.073272	PEL	HG01923
-0.0105778	-0.00805588	0.0519307	PEL	HG01924
-0.0180467	-0.0141879	0.0764836	PEL	HG01926
-0.0175692	-0.0114856	0.0718872	PEL	HG01927
-0.0159916	-0.00499321	0.0623198	PEL	HG01932
-0.0111605	-0.00483189	0.0481931	PEL	HG01933
-0.0152183	-0.00314484	0.0581591	PEL	HG01935
-0.0134176	-0.00100966	0.0506375	PEL	HG01936
-0.0175562	-0.0132645	0.074589	PEL	HG01938
-0.0151097	-0.00422488	0.0601354	PEL	HG01939
-0.0137907	-0.00883593	0.0609778	PEL	HG01941
-0.0163236	-0.00774917	0.064856	PEL	HG01942
-0.0158697	-0.0172767	0.0394938	PEL	HG01944
-0.0158991	-0.00550444	0.0614411	PEL	HG01945
-0.0133505	0.0000196186	0.048022	PEL	HG01947
-0.00738435	-0.00903491	0.0493124	PEL	HG01948
-0.0140827	-0.0096773	0.0644915	PEL	HG01950
-0.0168334	-0.0130293	0.0710632	PEL	HG01951
-0.0165996	-0.0097571	0.0686865	PEL	HG01953
-0.0170371	-0.010282	0.0692287	PEL	HG01954
0.0315318	-0.00302767	0.00192814	ACB	HG01956
0.0281134	-0.0017146	0.00153953	ACB	HG01958
-0.0182943	-0.0137361	0.0753138	PEL	HG01961
-0.0106441	-0.000694479	0.0448736	PEL	HG01965
-0.0142539	0.000596959	0.0505736	PEL	HG01967
-0.0180255	-0.0129851	0.0717599	PEL	HG01968
-0.0148566	-0.000149701	0.0519267	PEL	HG01970
-0.00713408	-0.00174714	0.0449261	PEL	HG01971
-0.0148461	-0.0075211	0.0632277	PEL	HG01973
-0.0171876	-0.0131706	0.0724784	PEL	HG01974
-0.01507	-0.000992698	0.0539514	PEL	HG01976
-0.01605	-0.00578421	0.0627535	PEL	HG01977
-0.0148878	-0.00151041	0.0546078	PEL	HG01979
-0.0141799	-0.00361853	0.0569015	PEL	HG01980
-0.0156975	-0.00566814	0.0601138	PEL	HG01982
0.0314493	-0.00319814	0.000753528	ACB	HG01985
0.0290533	-0.00143292	0.00168273	ACB	HG01986
0.0151066	0.00936604	0.00317477	ACB	HG01988
0.0277496	-0.000611124	0.00204259	ACB	HG01989
0.031311	-0.00340222	0.000893357	ACB	HG01990
-0.014752	-0.00432663	0.0576937	PEL	HG01991
-0.0173357	-0.0103434	0.0681818	PEL	HG01992
-0.0167709	-0.00915272	0.0670726	PEL	HG01997
-0.0158134	-0.00518579	0.0594815	PEL	HG02002
-0.0160498	-0.00746636	0.0653748	PEL	HG02003
0.00517829	0.00180884	0.027551	PEL	HG02006
-0.0160778	-0.00807814	0.0638444	PEL	HG02008
0.0283216	-0.00103751	0.00218467	ACB	HG02009
0.0278397	-0.000455933	0.00152046	ACB	HG02010
0.0313227	-0.00319685	0.00274752	ACB	HG02012
0.0333933	-0.00494871	0.000735925	ACB	HG02013
0.0294544	-0.00185464	0.000840309	ACB	HG02014
-0.0160387	-0.0291358	-0.00488213	KHV	HG02016
-0.0163835	-0.0312998	-0.00336792	KHV	HG02017
-0.0165305	-0.0316635	-0.00239134	KHV	HG02019
-0.0162554	-0.0317406	-0.0025025	KHV	HG02020
-0.016366	-0.0322436	-0.00267502	KHV	HG02023
-0.0166058	-0.0328514	-0.00185344	KHV	HG02025
-0.0164439	-0.0329148	-0.00199264	KHV	HG02026
-0.0166846	-0.0319659	-0.00295827	KHV	HG02028
-0.0164293	-0.0336767	-0.000907587	KHV	HG02029
-0.0165816	-0.0332199	-0.00123198	KHV	HG02031
-0.0169499	-0.0329657	0.000336437	KHV	HG02032
-0.0164565	-0.0319012	-0.00245218	KHV	HG02035
-0.0167868	-0.0321666	-0.00271975	KHV	HG02040
-0.0168339	-0.032125	-0.00219546	KHV	HG02047
-0.0167115	-0.0312968	-0.00246539	KHV	HG02048
-0.0163517	-0.0322157	-0.00223122	KHV	HG02049
-0.0163276	-0.0321329	-0.00222205	KHV	HG02050
0.0339015	-0.00511742	0.000819908	ACB	HG02051
0.0337047	-0.00482744	0.000489908	ACB	HG02052
0.0318632	-0.00345644	0.00110536	ACB	HG02053
0.0285553	-0.00180797	0.00211047	ACB	HG02054
-0.0159451	-0.0316257	-0.00284376	KHV	HG02057
-0.0155439	-0.0308135	-0.0043599	KHV	HG02058
-0.0169245	-0.0325923	-0.00264225	KHV	HG02060
-0.0167176	-0.03191	-0.00292559	KHV	HG02061
-0.0167745	-0.0325621	0.000253157	KHV	HG02064
-0.0162947	-0.0315159	-0.00272593	KHV	HG02067
-0.0160156	-0.0312059	-0.00280987	KHV	HG02069
-0.0166278	-0.0318249	-0.00285088	KHV	HG02070
-0.0162699	-0.0312757	-0.00313272	KHV	HG02072
-0.0167925	-0.0324465	-0.00252838	KHV	HG02073
-0.0162338	-0.0318847	-0.00369659	KHV	HG02075
-0.0166661	-0.0325824	-0.00267794	KHV	HG02076
-0.016469	-0.0324866	-0.00219586	KHV	HG02078
-0.0161993	-0.0326352	-0.00141196	KHV	HG02079
-0.0166649	-0.0322598	-0.00288619	KHV	HG02081
-0.016577	-0.0326619	-0.00143878	KHV	HG02082
-0.0166304	-0.0318667	-0.0017093	KHV	HG02084
-0.016558	-0.0318959	-0.00321397	KHV	HG02085
-0.0164848	-0.0319173	-0.00220954	KHV	HG02086
-0.0163995	-0.0323118	-0.00311605	KHV	HG02087
-0.0164331	-0.0330012	-0.00383145	KHV	HG02088
-0.013954	-0.000198096	0.0521543	PEL	HG02089
-0.00818253	0.000213482	0.0452064	PEL	HG02090
0.0318852	-0.00351947	0.00130132	ACB	HG02095
-0.0161039	-0.0079721	0.06335	PEL	HG02102
-0.0170397	-0.0100827	0.0686314	PEL	HG02104
-0.018018	-0.0113361	0.0704559	PEL	HG02105
0.0330986	-0.00479071	0.00106556	ACB	HG02107
0.0271818	-0.0000663943	0.00111341	ACB	HG02108
0.0311135	-0.00341331	0.00017668	ACB	HG02111
-0.0166433	-0.0319817	-0.00281964	KHV	HG02113
-0.0166263	-0.0316994	-0.00234585	KHV	HG02116
-0.016342	-0.0314815	-0.00352668	KHV	HG02121
-0.0164266	-0.0325314	-0.00163545	KHV	HG02122
-0.0166246	-0.0328045	-0.00148091	KHV	HG02127
-0.0167583	-0.0319538	-0.00214527	KHV	HG02128
-0.0167163	-0.0313186	-0.00352925	KHV	HG02130
-0.0155121	-0.0283788	-0.00512462	KHV	HG02131
-0.0162907	-0.0317923	-0.00372691	KHV	HG02133
-0.016641	-0.0325286	-0.00166959	KHV	HG02134
-0.016343	-0.0315793	-0.00429563	KHV	HG02136
-0.0166734	-0.0326904	-0.00319577	KHV	HG02137
-0.0164199	-0.0318734	-0.00298088	KHV	HG02138
-0.0164427	-0.0323817	-0.00236284	KHV	HG02139
-0.0164515	-0.0320491	-0.00333468	KHV	HG02140
-0.0168406	-0.0322639	-0.00282696	KHV	HG02141
-0.015913	-0.0266432	-0.0021648	KHV	HG02142
0.0269282	0.000556622	0.000196303	ACB	HG02143
0.0318291	-0.00332103	0.00127342	ACB	HG02144
-0.0166959	-0.00953092	0.0691062	PEL	HG02146
-0.0169721	-0.0107672	0.071682	PEL	HG02147
-0.0179347	-0.0115272	0.0734748	PEL	HG02150
-0.016527	-0.0321815	-0.0033599	CDX	HG02151
-0.0167402	-0.0326101	-0.00266286	CDX	HG02152
-0.0165857	-0.031774	-0.00362185	CDX	HG02153
-0.0169734	-0.0330884	-0.00235894	CDX	HG02154
-0.0167377	-0.0334053	-0.00233679	CDX	HG02155
-0.0164371	-0.0329398	-0.00351838	CDX	HG02156
-0.016663	-0.0325186	-0.00294862	CDX	HG02164
-0.0167254	-0.0326478	-0.00175257	CDX	HG02165
-0.0165772	-0.033741	-0.00201765	CDX	HG02166
-0.0163756	-0.0333114	-0.00414785	CDX	HG02178
-0.0166553	-0.0322779	-0.00378873	CDX	HG02179
-0.0169493	-0.0332542	-0.00351255	CDX	HG02180
-0.0165402	-0.0330425	-0.00341353	CDX	HG02181
-0.0165494	-0.0329444	-0.0018215	CDX	HG02182
-0.0169177	-0.0332254	-0.00139269	CDX	HG02184
-0.0165248	-0.0324509	-0.00192553	CDX	HG02185
-0.0163654	-0.0325413	-0.00207057	CDX	HG02186
-0.01643	-0.0334209	-0.00119403	CDX	HG02187
-0.016785	-0.0333464	-0.00120679	CDX	HG02188
-0.0167308	-0.0329327	-0.00304503	CDX	HG02190
-0.00978268	0.0279806	0.00582039	GBR	HG02215
-0.00887151	0.0275112	0.00666655	IBS	HG02219
-0.00902099	0.0266876	0.00550082	IBS	HG02220
-0.00903919	0.0275895	0.00598681	IBS	HG02221
-0.00909324	0.0276176	0.00641919	IBS	HG02223
-0.00977555	0.0280844	0.00660827	IBS	HG02224
-0.00941002	0.0278974	0.00567248	IBS	HG02230
-0.00943888	0.028045	0.00669233	IBS	HG02231
-0.00880548	0.0273412	0.00653552	IBS	HG02232
-0.00851558	0.0267123	0.00635068	IBS	HG02233
-0.00886508	0.0266592	0.00519882	IBS	HG02235
-0.00871327	0.0277617	0.00544495	IBS	HG02236
-0.00815189	0.0271636	0.00683548	IBS	HG02238
-0.00815657	0.0256211	0.00455768	IBS	HG02239
-0.0163494	-0.0325014	-0.00179191	CDX	HG02250
-0.0142531	-0.00076537	0.0504543	PEL	HG02252
-0.0136922	0.00454235	0.0434293	PEL	HG02253
0.0314218	-0.00406812	0.00127283	ACB	HG02255
0.0248766	0.000632732	0.00338154	ACB	HG02256
-0.0175864	-0.0134029	0.0736073	PEL	HG02259
-0.0161371	-0.00786243	0.0633732	PEL	HG02260
-0.0157299	-0.00531937	0.0618728	PEL	HG02262
-0.0171679	-0.010817	0.0715648	PEL	HG02265
-0.0172901	-0.0116091	0.0695792	PEL	HG02266
-0.0176775	-0.0132374	0.074978	PEL	HG02271
-0.0184291	-0.0140623	0.0783084	PEL	HG02272
-0.00354563	-0.00587098	0.0453305	PEL	HG02274
-0.0178555	-0.0114849	0.0731929	PEL	HG02275
-0.0153381	-0.0017352	0.0519126	PEL	HG02277
-0.0164518	-0.0106184	0.0680337	PEL	HG02278
0.0335289	-0.0047005	0.000787629	ACB	HG02281
0.0262334	0.000491997	0.00124437	ACB	HG02282
0.0257973	0.000490503	0.00175003	ACB	HG02283
0.0280858	-0.000966433	0.000960431	ACB	HG02284
-0.0154788	-0.00561395	0.0621171	PEL	HG02285
-0.0154868	-0.0046597	0.0574458	PEL	HG02286
-0.0179016	-0.0131109	0.0748858	PEL	HG02291
-0.0168129	-0.00787718	0.0665922	PEL	HG02292
-0.0137279	0.000957684	0.0490227	PEL	HG02298
-0.0168079	-0.00869014	0.0671508	PEL	HG02299
-0.0159943	-0.00607892	0.0632861	PEL	HG02301
-0.0135874	-0.0073658	0.0586863	PEL	HG02304
0.0317859	-0.00399297	0.000702495	ACB	HG02307
0.0301308	-0.00236199	0.00138204	ACB	HG02308
0.0299661	-0.00227586	0.000304588	ACB	HG02309
-0.0142745	0.00141117	0.0484281	PEL	HG02312
0.0320161	-0.00315696	0.00106135	ACB	HG02314
0.0293024	-0.00124375	0.00162813	ACB	HG02315
0.0323976	-0.00434565	0.000842065	ACB	HG02317
0.03282	-0.00439581	-0.000889371	ACB	HG02318
0.0289342	-0.00153042	0.0000937747	ACB	HG02322
0.0321898	-0.00349282	0.000204379	ACB	HG02323
0.0333148	-0.00458369	0.00124269	ACB	HG02325
0.0296714	-0.00207803	0.00167374	ACB	HG02330
0.0310584	-0.00264887	0.00159386	ACB	HG02332
0.023519	0.00220951	0.00196919	ACB	HG02334
0.0300029	-0.00187266	0.000867224	ACB	HG02337
0.0342806	-0.00478462	0.000882002	ACB	HG02339
0.0248744	0.00161595	0.001911	ACB	HG02343
-0.0107461	-0.000347154	0.0337867	PEL	HG02345
-0.0159254	-0.00770855	0.0639127	PEL	HG02348
-0.0164809	-0.0320511	-0.00323354	CDX	HG02351
-0.0164355	-0.0329389	-0.00261417	CDX	HG02353
-0.0166511	-0.0324205	-0.00391351	CDX	HG02355
-0.0164684	-0.0330644	-0.00224236	CDX	HG02356
-0.0162157	-0.0331739	-0.00235693	CDX	HG02360
-0.0162177	-0.0333648	-0.00297032	CDX	HG02364
-0.0165409	-0.0329008	-0.00248014	CDX	HG02367
-0.0167327	-0.0331468	-0.00177134	CDX	HG02371
-0.0164389	-0.0328147	-0.00223795	CDX	HG02373
-0.0168003	-0.0321297	-0.00287012	CDX	HG02374
-0.0169332	-0.0334264	-0.00307194	CDX	HG02375
-0.016656	-0.0325179	-0.00238231	CDX	HG02379
-0.0167884	-0.033139	-0.00200101	CDX	HG02380
-0.0162984	-0.0327404	-0.00202175	CDX	HG02382
-0.0164578	-0.0330253	-0.00297329	CDX	HG02383
-0.0167731	-0.0330729	-0.00440098	CDX	HG02384
-0.0163592	-0.0332701	-0.00201025	CDX	HG02385
-0.0164948	-0.0324499	-0.00209508	CDX	HG02386
-0.01688	-0.0333014	-0.00231512	CDX	HG02389
-0.0167379	-0.032704	-0.00308804	CDX	HG02390
-0.0167296	-0.0328786	-0.00333813	CDX	HG02391
-0.0169148	-0.0330067	-0.00174777	CDX	HG02392
-0.0162542	-0.0320585	-0.00296069	CDX	HG02394
-0.0166762	-0.0330511	-0.00200272	CDX	HG02395
-0.0168447	-0.0331417	-0.00242961	CDX	HG02396
-0.0168193	-0.0328353	-0.00215379	CDX	HG02397
-0.0168443	-0.0322912	-0.00204885	CDX	HG02398
-0.0163872	-0.0330357	-0.00405798	CDX	HG02399
-0.0165886	-0.0330482	-0.000594079	CDX	HG02401
-0.0169018	-0.0328477	-0.001512	CDX	HG02402
-0.0170834	-0.0329178	-0.00225455	CDX	HG02406
-0.016423	-0.0329225	-0.00251379	CDX	HG02407
-0.0167366	-0.032727	-0.00314823	CDX	HG02408
-0.0167381	-0.0321258	-0.00190572	CDX	HG02409
-0.0168577	-0.0329322	-0.00261166	CDX	HG02410
0.0315892	-0.00406874	0.000839544	ACB	HG02419
0.0159684	0.00853825	0.00383697	ACB	HG02420
-0.0114914	0.00173058	0.0448445	PEL	HG02425
0.0311064	-0.00312383	0.000367005	ACB	HG02427
0.0307095	-0.0028453	0.000756055	ACB	HG02429
0.0288989	-0.00241054	0.000747088	ACB	HG02433
0.0319188	-0.00426632	0.00110686	ACB	HG02439
0.0338277	-0.0054148	-0.000226896	ACB	HG02442
0.0273303	0.000142237	0.00185504	ACB	HG02445
0.0323138	-0.00408337	0.00177815	ACB	HG02449
0.0311812	-0.00310784	0.00133873	ACB	HG02450
0.0280913	-0.00138213	0.00140376	ACB	HG02455
0.0340077	-0.00531989	0.000272872	GWD	HG02461
0.032636	-0.00392705	0.00103393	GWD	HG02462
0.0344798	-0.00537554	0.000655121	GWD	HG02464
0.03455	-0.00539153	-0.0000342838	GWD	HG02465
0.0319775	-0.00366394	0.00055413	ACB	HG02470
0.0312124	-0.00297487	0.00131715	ACB	HG02471
0.0276054	-0.000791099	0.00104961	ACB	HG02476
0.0287078	-0.00144992	0.0017827	ACB	HG02477
0.0307293	-0.00264096	0.00193258	ACB	HG02479
0.0305322	-0.00318489	0.000575438	ACB	HG02481
0.0302068	-0.00219819	0.000731275	ACB	HG02484
0.0233531	0.00254631	0.00213568	ACB	HG02485
0.0292821	-0.00154398	0.000960715	ACB	HG02489
-0.0101776	0.0125463	-0.0223407	PJL	HG02490
-0.00990472	0.011552	-0.0246696	PJL	HG02491
-0.00927842	0.0120784	-0.0245734	PJL	HG02493
-0.0103149	0.0126371	-0.021587	PJL	HG02494
0.0309979	-0.00329661	0.00141508	ACB	HG02496
0.0320822	-0.0037385	0.00186237	ACB	HG02497
0.0254332	0.00109706	0.00117366	ACB	HG02501
0.0266004	-0.000310583	0.00149999	ACB	HG02502
0.0308523	-0.00254691	0.00086793	ACB	HG02505
0.0311707	-0.00381423	0.0019308	ACB	HG02508
0.0323458	-0.00460454	0.00130755	ACB	HG02511
-0.016473	-0.0325195	-0.00203709	KHV	HG02512
-0.0165631	-0.0324278	-0.00340314	KHV	HG02513
-0.0166252	-0.0319092	-0.00188552	KHV	HG02521
-0.0161317	-0.0321928	-0.00371762	KHV	HG02522
0.0264675	0.000892106	0.00198573	ACB	HG02536
0.0325623	-0.0041942	0.000323624	ACB	HG02537
0.0262558	0.000163114	0.000874367	ACB	HG02541
0.0307669	-0.00291508	0.000967736	ACB	HG02545
0.0310434	-0.00319838	0.00128832	ACB	HG02546
0.0332088	-0.00435359	0.000958299	ACB	HG02549
